story_id,story_title,source_file,paragraph_id,extractor,clip_score,bias,bert_precision,bert_recall,bert_f1,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,brisque_score,prompt
exp_20250901_133923,The Tale of The Three Little Pigs,exp_20250901_133923.json,4,keybert,0.29104095697402954,False,0.5238549709320068,0.3250713646411896,0.4011897146701813,1.0,0.09523809523809523,0.17391304347826084,0.0,0.0,0.0,0.5,0.047619047619047616,0.08695652173913042,14.23651123046875,"Piper, Penny, cottage, wolf, fateful, mansion, fablewood, penny, piper, wolves, watercolor fantasy, scene 4, whimsical atmosphere"
exp_20250901_133923,The Tale of The Three Little Pigs,exp_20250901_133923.json,4,simple,0.2347785085439682,False,0.5386067628860474,0.3702147305011749,0.43881040811538696,1.0,0.09523809523809523,0.17391304347826084,0.0,0.0,0.0,0.625,0.05952380952380952,0.10869565217391304,10.69500732421875,"Piper, Penny, otherworldly, unyielding, vulnerable, descended, fablewood, shimmered, confusing, honeycomb, watercolor fantasy, scene 4, whimsical atmosphere"
exp_20250901_133923,The Tale of The Three Little Pigs,exp_20250901_133923.json,5,yake,0.26783108711242676,False,0.48711809515953064,0.29799070954322815,0.36977463960647583,1.0,0.07142857142857142,0.13333333333333333,0.0,0.0,0.0,0.625,0.044642857142857144,0.08333333333333334,9.27069091796875,"Piper, Penny, Penny, invasion, united, ruins, Paisley, Piper, aftermath, stood, watercolor fantasy, scene 5, whimsical atmosphere"
exp_20250901_133923,The Tale of The Three Little Pigs,exp_20250901_133923.json,5,keybert,0.31788820028305054,False,0.5226565599441528,0.30211877822875977,0.38290271162986755,1.0,0.07142857142857142,0.13333333333333333,0.0,0.0,0.0,0.625,0.044642857142857144,0.08333333333333334,7.66668701171875,"Piper, Penny, fablewood, whimsy, pigs, pig, piper, cunning, penny, paisley, watercolor fantasy, scene 5, whimsical atmosphere"
exp_20250901_133923,The Tale of The Three Little Pigs,exp_20250901_133923.json,5,simple,0.2548615038394928,False,0.47040751576423645,0.27259406447410583,0.3451683223247528,1.0,0.07142857142857142,0.13333333333333333,0.0,0.0,0.0,0.375,0.026785714285714284,0.049999999999999996,10.06805419921875,"Piper, Penny, determination, devastation, magnificent, forevermore, strengthen, creativity, aftermath, illusions, watercolor fantasy, scene 5, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,1,yake,0.30457425117492676,True,0.608156144618988,0.40535932779312134,0.48646870255470276,1.0,0.12698412698412698,0.22535211267605632,0.2857142857142857,0.03225806451612903,0.05797101449275363,0.5,0.06349206349206349,0.11267605633802816,6.96112060546875,"name, description, Azura, Snow, White, sky, walls, mystical, realm, moonbeams, watercolor fantasy, scene 1, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,1,keybert,0.3062097728252411,True,0.5689751505851746,0.37533795833587646,0.45230332016944885,1.0,0.12698412698412698,0.22535211267605632,0.14285714285714285,0.016129032258064516,0.028985507246376815,0.75,0.09523809523809523,0.16901408450704225,10.39959716796875,"name, description, azura, moonbeams, radiant, princess, enchanted, raven, mystical, castle, watercolor fantasy, scene 1, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,1,simple,0.2504669427871704,False,0.6575332283973694,0.44887977838516235,0.5335320234298706,1.0,0.12698412698412698,0.22535211267605632,0.0,0.0,0.0,0.75,0.09523809523809523,0.16901408450704225,14.62127685546875,"name, description, moonbeams, starlight, enchanted, waterfall, alabaster, sapphires, mystical, twinkled, watercolor fantasy, scene 1, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,2,yake,0.2968064248561859,True,0.5830780267715454,0.38467711210250854,0.46354034543037415,1.0,0.08695652173913043,0.16,0.14285714285714285,0.01098901098901099,0.020408163265306128,0.625,0.05434782608695652,0.09999999999999999,8.85711669921875,"name, description, Snow, White, gardens, walls, mingling, delight, strolled, castle, watercolor fantasy, scene 2, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,2,keybert,0.31445056200027466,False,0.5303151607513428,0.3375856578350067,0.41255125403404236,1.0,0.08695652173913043,0.16,0.0,0.0,0.0,0.375,0.03260869565217391,0.06,13.32733154296875,"name, description, flowers, sun, shimmering, blooming, morning, butterfly, fluttering, night, watercolor fantasy, scene 2, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,2,simple,0.29720333218574524,False,0.6009377241134644,0.39330920577049255,0.47544392943382263,1.0,0.08695652173913043,0.16,0.0,0.0,0.0,0.5,0.043478260869565216,0.08,16.61004638671875,"name, description, constellations, illuminating, fluttering, iridescent, shimmering, fragrance, porcelain, butterfly, watercolor fantasy, scene 2, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,3,yake,0.25695234537124634,True,0.5217944383621216,0.3400005102157593,0.41172295808792114,1.0,0.0851063829787234,0.1568627450980392,0.14285714285714285,0.010752688172043012,0.020000000000000004,0.5,0.0425531914893617,0.0784313725490196,14.84002685546875,"name, description, Snow, White, Queen, day, cackle, forever, fateful, jealous, watercolor fantasy, scene 3, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,3,keybert,0.29269662499427795,True,0.4561873972415924,0.3061028718948364,0.3663703501224518,1.0,0.0851063829787234,0.1568627450980392,0.0,0.0,0.0,0.375,0.031914893617021274,0.058823529411764705,15.39373779296875,"name, description, sorrow, wept, princess, tears, fateful, snow, laughter, dark, watercolor fantasy, scene 3, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,3,simple,0.25523674488067627,True,0.5995527505874634,0.37844574451446533,0.4640052020549774,1.0,0.09574468085106383,0.17475728155339806,0.125,0.010752688172043012,0.019801980198019806,0.6666666666666666,0.06382978723404255,0.11650485436893203,8.88250732421875,"name, description, once-vibrant, transformed, conjured, princess, creature, laughter, crashing, fateful, watercolor fantasy, scene 3, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,4,yake,0.29046401381492615,False,0.6193348169326782,0.3577994108200073,0.45356640219688416,1.0,0.09302325581395349,0.1702127659574468,0.7142857142857143,0.058823529411764705,0.10869565217391305,0.875,0.08139534883720931,0.14893617021276595,7.19451904296875,"name, description, Doc, Grumpy, Happy, Sleepy, Bashful, Sneezy, Dwarfs, Dopey, watercolor fantasy, scene 4, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,4,keybert,0.2876918911933899,False,0.5232856273651123,0.33934667706489563,0.41170555353164673,1.0,0.09302325581395349,0.1702127659574468,0.0,0.0,0.0,0.5,0.046511627906976744,0.0851063829787234,11.38494873046875,"name, description, dwarfs, trees, curse, forest, treacherous, lanterns, sorcerer, shadows, watercolor fantasy, scene 4, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,4,simple,0.26394978165626526,False,0.57142573595047,0.33978891372680664,0.42616552114486694,1.0,0.09302325581395349,0.1702127659574468,0.0,0.0,0.0,0.75,0.06976744186046512,0.1276595744680851,5.28045654296875,"name, description, otherworldly, treacherous, desperate, predators, navigated, landscape, enigmatic, reclusive, watercolor fantasy, scene 4, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,5,yake,0.2544378638267517,True,0.6195236444473267,0.353346586227417,0.4500221312046051,1.0,0.08333333333333333,0.15384615384615385,0.42857142857142855,0.031578947368421054,0.05882352941176471,0.75,0.0625,0.11538461538461539,11.10906982421875,"name, description, Snow, White, lay, coffin, heart, motionless, faint, glimmer, watercolor fantasy, scene 5, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,5,keybert,0.3166138529777527,True,0.45416897535324097,0.30380821228027344,0.3640749752521515,1.0,0.08333333333333333,0.15384615384615385,0.0,0.0,0.0,0.625,0.052083333333333336,0.09615384615384616,16.98944091796875,"name, description, snow, raven, dwarfs, tower, fate, sky, white, quest, watercolor fantasy, scene 5, whimsical atmosphere"
exp_20250901_151344,The Tale of Snow White,exp_20250901_151344.json,5,simple,0.2647397816181183,False,0.5634024143218994,0.36704009771347046,0.4445009231567383,1.0,0.08333333333333333,0.15384615384615385,0.0,0.0,0.0,0.625,0.052083333333333336,0.09615384615384616,9.34735107421875,"name, description, precariously, motionless, undeterred, foreboding, mysterious, flickered, salvation, rewritten, watercolor fantasy, scene 5, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,1,yake,0.29429346323013306,False,0.6105946898460388,0.40727561712265015,0.48862871527671814,1.0,0.11764705882352941,0.21052631578947367,0.2857142857142857,0.029850746268656716,0.05405405405405406,0.5,0.058823529411764705,0.10526315789473684,5.37518310546875,"Kibo, Mweni, Azura, wind, land, Kibo, scorching, savannah, sunflowers, bloomed, watercolor fantasy, scene 1, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,1,keybert,0.2862076759338379,False,0.5306377410888672,0.33785906434059143,0.41285306215286255,1.0,0.11764705882352941,0.21052631578947367,0.0,0.0,0.0,0.25,0.029411764705882353,0.05263157894736842,0.26922607421875,"Kibo, Mweni, kibo, lion, majestic, grasslands, roar, savannah, fierce, azura, watercolor fantasy, scene 1, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,1,simple,0.2859973907470703,False,0.5699076652526855,0.38251012563705444,0.45777273178100586,1.0,0.11764705882352941,0.21052631578947367,0.0,0.0,0.0,0.625,0.07352941176470588,0.13157894736842107,4.91033935546875,"Kibo, Mweni, sunflowers, grasslands, scorching, whispered, shimmered, afternoon, creatures, savannah, watercolor fantasy, scene 1, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,2,yake,0.27650779485702515,False,0.5476633310317993,0.3314095139503479,0.4129369556903839,1.0,0.0898876404494382,0.16494845360824742,0.14285714285714285,0.011363636363636364,0.021052631578947368,0.375,0.033707865168539325,0.061855670103092786,8.59686279296875,"Kibo, Mweni, Kibo, Mweni, day, tree, brown, fateful, lounged, beneath, watercolor fantasy, scene 2, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,2,keybert,0.2878774404525757,False,0.5199922323226929,0.2997959852218628,0.38032159209251404,1.0,0.0898876404494382,0.16494845360824742,0.0,0.0,0.0,0.625,0.056179775280898875,0.10309278350515465,8.30291748046875,"Kibo, Mweni, kibo, fateful, scurried, mouse, fur, paws, baobab, scurry, watercolor fantasy, scene 2, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,2,simple,0.24207936227321625,False,0.5352710485458374,0.3209337294101715,0.4012744128704071,1.0,0.0898876404494382,0.16494845360824742,0.0,0.0,0.0,0.625,0.056179775280898875,0.10309278350515465,2.26580810546875,"Kibo, Mweni, instinctively, labyrinthine, searching, succulent, devouring, scurried, intruder, chuckled, watercolor fantasy, scene 2, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,3,yake,0.23673823475837708,False,0.5528528094291687,0.3322867155075073,0.41508856415748596,1.0,0.10256410256410256,0.18604651162790695,0.2857142857142857,0.025974025974025976,0.04761904761904762,0.875,0.08974358974358974,0.1627906976744186,-4.44659423828125,"Kibo, Mweni, Days, passed, savannah, Kibo, mighty, roar, shook, time, watercolor fantasy, scene 3, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,3,keybert,0.23813998699188232,False,0.6063193082809448,0.36189785599708557,0.45325714349746704,1.0,0.10256410256410256,0.18604651162790695,0.0,0.0,0.0,0.5,0.05128205128205128,0.09302325581395347,-1.81475830078125,"Kibo, Mweni, kibo, roar, thrashed, mweni, engulfed, mighty, savannah, flames, watercolor fantasy, scene 3, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,3,simple,0.2227696180343628,False,0.43932217359542847,0.2954283058643341,0.3532851040363312,1.0,0.10256410256410256,0.18604651162790695,0.0,0.0,0.0,0.5,0.05128205128205128,0.09302325581395347,4.25115966796875,"Kibo, Mweni, declaration, threatening, desperate, encounter, savannah, boastful, engulfed, panicked, watercolor fantasy, scene 3, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,4,yake,0.2716158628463745,False,0.515963077545166,0.3324654698371887,0.40437087416648865,1.0,0.09876543209876543,0.1797752808988764,0.2857142857142857,0.025,0.04597701149425287,0.625,0.06172839506172839,0.11235955056179774,-1.16925048828125,"Kibo, Mweni, hesitation, mane, tangles, Mweni, Kibo, resourceful, mouse, scurried, watercolor fantasy, scene 4, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,4,keybert,0.288404643535614,False,0.4705483913421631,0.29153355956077576,0.3600154519081116,1.0,0.09876543209876543,0.1797752808988764,0.0,0.0,0.0,0.5,0.04938271604938271,0.0898876404494382,2.16522216796875,"Kibo, Mweni, kibo, lion, fiery, mouse, burning, flames, paws, mweni, watercolor fantasy, scene 4, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,4,simple,0.2348899245262146,False,0.48219040036201477,0.31057363748550415,0.37780630588531494,1.0,0.09876543209876543,0.1797752808988764,0.0,0.0,0.0,0.5,0.04938271604938271,0.0898876404494382,4.74530029296875,"Kibo, Mweni, resourceful, hesitation, remarkable, absorbing, unraveled, minuscule, scurried, scorched, watercolor fantasy, scene 4, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,5,yake,0.25581902265548706,False,0.5773589611053467,0.33037877082824707,0.42026928067207336,1.0,0.08602150537634409,0.15841584158415845,0.2857142857142857,0.021739130434782608,0.04040404040404041,0.375,0.03225806451612903,0.05940594059405941,8.70233154296875,"Kibo, Mweni, Mweni, Kibo, leaving, embers, gratitude, fire, finally, died, watercolor fantasy, scene 5, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,5,keybert,0.2718324363231659,False,0.5043469071388245,0.31745681166648865,0.3896510899066925,1.0,0.08602150537634409,0.15841584158415845,0.0,0.0,0.0,0.625,0.053763440860215055,0.09900990099009901,3.64617919921875,"Kibo, Mweni, lion, fiery, kibo, mweni, mouse, cunning, roamed, mighty, watercolor fantasy, scene 5, whimsical atmosphere"
exp_20250901_161740,The Adventures of The Lion And,exp_20250901_161740.json,5,simple,0.23159179091453552,False,0.5238708853721619,0.30824846029281616,0.38812315464019775,1.0,0.08602150537634409,0.15841584158415845,0.0,0.0,0.0,0.625,0.053763440860215055,0.09900990099009901,7.28582763671875,"Kibo, Mweni, smoldering, surprising, friendship, throughout, gratitude, creatures, whispered, newfound, watercolor fantasy, scene 5, whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,1,yake,0.2824438214302063,False,0.544335126876831,0.28230735659599304,0.37179264426231384,1.0,0.045714285714285714,0.08743169398907102,0.2857142857142857,0.011494252873563218,0.022099447513812157,0.375,0.017142857142857144,0.03278688524590165,4.62518310546875,"Sophie, Ringtail Rascal, Luna, Willowdale, Sophie, lakes, stood, heart, quaint, town, Watercolor Fantasy, scene 1, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,1,keybert,0.26715317368507385,False,0.4550360441207886,0.2814936339855194,0.34781965613365173,1.0,0.045714285714285714,0.08743169398907102,0.0,0.0,0.0,0.5,0.022857142857142857,0.04371584699453551,7.83026123046875,"Sophie, Ringtail Rascal, luna, sophie, willowdale, flowers, blooming, leaves, tree, sun, Watercolor Fantasy, scene 1, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,1,simple,0.2766982913017273,False,0.5017130970954895,0.31748607754707336,0.38888445496559143,1.0,0.045714285714285714,0.08743169398907102,0.0,0.0,0.0,0.625,0.02857142857142857,0.0546448087431694,8.52313232421875,"Sophie, Ringtail Rascal, extraordinary, townspeople, willowdale, surrounded, collecting, confidante, sparkling, stretched, Watercolor Fantasy, scene 1, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,2,yake,0.28313174843788147,False,0.4690089821815491,0.32153987884521484,0.38151997327804565,1.0,0.08080808080808081,0.14953271028037382,0.2857142857142857,0.02040816326530612,0.038095238095238085,0.625,0.050505050505050504,0.09345794392523366,6.20379638671875,"Sophie, Ringtail Rascal, Luna, Ringtail, Rascal, day, raccoons, led, began, branches, Watercolor Fantasy, scene 2, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,2,keybert,0.31557294726371765,False,0.526757001876831,0.3298301696777344,0.4056571424007416,1.0,0.08080808080808081,0.14953271028037382,0.14285714285714285,0.01020408163265306,0.019047619047619042,0.625,0.050505050505050504,0.09345794392523366,4.45526123046875,"Sophie, Ringtail Rascal, luna, raccoons, leaves, rustling, rascal, tree, acorns, ringtail, Watercolor Fantasy, scene 2, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,2,simple,0.3031429052352905,False,0.531561017036438,0.34743282198905945,0.42021167278289795,1.0,0.09090909090909091,0.16666666666666669,0.125,0.01020408163265306,0.018867924528301883,0.8888888888888888,0.08080808080808081,0.14814814814814817,9.37127685546875,"Sophie, Ringtail Rascal, mischievous, fascination, trepidation, harmonizing, playground, well-being, raccoons, ringtail, Watercolor Fantasy, scene 2, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,3,yake,0.2533034384250641,False,0.530078113079071,0.2878783643245697,0.37312015891075134,1.0,0.07476635514018691,0.1391304347826087,0.0,0.0,0.0,0.5,0.037383177570093455,0.06956521739130435,8.00701904296875,"Sophie, Ringtail Rascal, Sophie, Willowdale, years, exploring, town, entered, teenage, began, Watercolor Fantasy, scene 3, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,3,keybert,0.2916106581687927,False,0.5053555369377136,0.29518061876296997,0.37267813086509705,1.0,0.07476635514018691,0.1391304347826087,0.14285714285714285,0.009433962264150943,0.017699115044247787,0.625,0.04672897196261682,0.08695652173913043,11.81756591796875,"Sophie, Ringtail Rascal, sophie, luna, willowdale, tree, leaves, rustling, branches, swaying, Watercolor Fantasy, scene 3, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,3,simple,0.25577616691589355,False,0.47417083382606506,0.30153369903564453,0.3686416447162628,1.0,0.07476635514018691,0.1391304347826087,0.0,0.0,0.0,0.625,0.04672897196261682,0.08695652173913043,7.71063232421875,"Sophie, Ringtail Rascal, willowdale, adventures, whispering, exploring, creatures, recounted, announced, intently, Watercolor Fantasy, scene 3, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,4,yake,0.25893929600715637,False,0.6251660585403442,0.34345704317092896,0.44334620237350464,1.0,0.07017543859649122,0.13114754098360656,0.0,0.0,0.0,0.75,0.05263157894736842,0.09836065573770492,9.57684326171875,"Sophie, Ringtail Rascal, Sophie, Luna, townspeople, departure, met, mix, sadness, excitement, Watercolor Fantasy, scene 4, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,4,keybert,0.26181966066360474,False,0.46670329570770264,0.30730533599853516,0.37059125304222107,1.0,0.07017543859649122,0.13114754098360656,0.0,0.0,0.0,0.625,0.043859649122807015,0.08196721311475409,9.42742919921875,"Sophie, Ringtail Rascal, sophie, luna, leaves, tree, willowdale, departure, leaving, roots, Watercolor Fantasy, scene 4, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,4,simple,0.258788526058197,False,0.5109225511550903,0.33536458015441895,0.40493425726890564,1.0,0.07017543859649122,0.13114754098360656,0.0,0.0,0.0,0.375,0.02631578947368421,0.04918032786885246,10.78240966796875,"Sophie, Ringtail Rascal, illuminating, townspeople, excitement, willowdale, departure, steadfast, shimmered, absorbed, Watercolor Fantasy, scene 4, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,5,yake,0.24759632349014282,False,0.5313764810562134,0.2954166829586029,0.3797260820865631,1.0,0.0625,0.11764705882352941,0.14285714285714285,0.007874015748031496,0.01492537313432836,0.5,0.03125,0.058823529411764705,4.21942138671875,"Sophie, Ringtail Rascal, Luna, Willowdale, Sophie, Years, passed, quieter, lands, grew, Watercolor Fantasy, scene 5, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,5,keybert,0.26533541083335876,False,0.4338156282901764,0.2736276388168335,0.3355857729911804,1.0,0.0625,0.11764705882352941,0.14285714285714285,0.007874015748031496,0.01492537313432836,0.625,0.0390625,0.07352941176470588,10.05096435546875,"Sophie, Ringtail Rascal, luna, tree, willowdale, grew, sophie, raccoons, growth, flourish, Watercolor Fantasy, scene 5, Whimsical atmosphere"
exp_20250901_163647,The Tale of The Giving Tree,exp_20250901_163647.json,5,simple,0.2500472664833069,False,0.5265483856201172,0.30896204710006714,0.3894229531288147,1.0,0.0625,0.11764705882352941,0.14285714285714285,0.007874015748031496,0.01492537313432836,0.625,0.0390625,0.07352941176470588,12.88787841796875,"Sophie, Ringtail Rascal, willowdale, whispering, remarkable, individual, residents, continued, steadfast, spreading, Watercolor Fantasy, scene 5, Whimsical atmosphere"
exp_20250901_164827,The Tale of Goodnight Moon,exp_20250901_164827.json,1,yake,0.2772883176803589,False,0.635709822177887,0.3797147572040558,0.4754432737827301,1.0,0.09090909090909091,0.16666666666666669,0.0,0.0,0.0,0.5,0.045454545454545456,0.08333333333333334,10.27850341796875,"Luna Nightshade, Celeste, Goodnight, Street, Willow, Nightshade, Luna, creative, story, idea, watercolor fantasy, scene 1, cheerful atmosphere"
exp_20250901_164827,The Tale of Goodnight Moon,exp_20250901_164827.json,1,keybert,0.26437908411026,False,0.5134764909744263,0.3360113203525543,0.4062069356441498,1.0,0.09090909090909091,0.16666666666666669,0.14285714285714285,0.011494252873563218,0.021276595744680854,0.625,0.056818181818181816,0.10416666666666666,8.93182373046875,"Luna Nightshade, Celeste, luna, goodnight, nightshade, moon, cozy, night, fluffy, cat, watercolor fantasy, scene 1, cheerful atmosphere"
exp_20250901_164827,The Tale of Goodnight Moon,exp_20250901_164827.json,1,simple,0.276362806558609,False,0.4908636808395386,0.3349938690662384,0.39821958541870117,1.0,0.09090909090909091,0.16666666666666669,0.0,0.0,0.0,0.5,0.045454545454545456,0.08333333333333334,7.46844482421875,"Luna Nightshade, Celeste, neighborhood, embroidered, nightshade, paragraph, goodnight, creative, midnight, brightly, watercolor fantasy, scene 1, cheerful atmosphere"
